Animal Name,labels,Image Link,Profile Link,,
NVP Lavender pinstripe,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/femalecasper94/2024/02/20240220161655.945-IMG_2729-396x396c.jpeg?signature=6D0AFD3BB367FD2AFEF779D7BBDDCB18D177D64B95C9C9CACE1CAC080C86CCC7 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/femalecasper94/2024/02/20240220161655.945-IMG_2729-198x198c.jpeg?signature=B426287BECBCEE07031A61292C9A6D8D6DB58719B30D07FC60263B11BB9FD282 1x",/us/c/reptiles/lizards/crested-geckos/2073822,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/femalecasper94/2024/02/20240220161655.945-IMG_2729-396x396c.jpeg?signature=6D0AFD3BB367FD2AFEF779D7BBDDCB18D177D64B95C9C9CACE1CAC080C86CCC7 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/femalecasper94/2024/02/20240220161655.945-IMG_2729-198x198c.jpeg?signature=B426287BECBCEE07031A61292C9A6D8D6DB58719B30D07FC60263B11BB9FD282 1x"
Very Nice Pangea 33 Gram Male Hairy pinstripe,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/riplee/2024/08/20240825213642.854-20240825_1634531-396x396c.jpeg?signature=8260AC885076BFE2B29C6F543493369C7C8B12D9CC54FF7EEB1E3D64C024160C 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/riplee/2024/08/20240825213642.854-20240825_1634531-198x198c.jpeg?signature=CB8A03A6367FEC7E1BE852A78314113188DA0FA73B6BC5297CDAC1D79A97FA89 1x",/us/c/reptiles/lizards/crested-geckos/2525694,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/riplee/2024/08/20240825213642.854-20240825_1634531-396x396c.jpeg?signature=8260AC885076BFE2B29C6F543493369C7C8B12D9CC54FF7EEB1E3D64C024160C 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/riplee/2024/08/20240825213642.854-20240825_1634531-198x198c.jpeg?signature=CB8A03A6367FEC7E1BE852A78314113188DA0FA73B6BC5297CDAC1D79A97FA89 1x"
SaHa-06 dark Base pinstripe,dark pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009213842.609-A7303901_edited-396x396c.jpeg?signature=7C5CE0D38B309AA0F13A9B72155DDD4F24E15D33194A3127677090B10F352CDC 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009213842.609-A7303901_edited-198x198c.jpeg?signature=5CED29C750BFEAC30B198C5042B6FAE52E8A74C1E4B1432794CA8833A150B7C1 1x",/us/c/reptiles/lizards/crested-geckos/2310533,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009213842.609-A7303901_edited-396x396c.jpeg?signature=7C5CE0D38B309AA0F13A9B72155DDD4F24E15D33194A3127677090B10F352CDC 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009213842.609-A7303901_edited-198x198c.jpeg?signature=5CED29C750BFEAC30B198C5042B6FAE52E8A74C1E4B1432794CA8833A150B7C1 1x"
SezCa-04 Yellow pinstripe,Yellow pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009221110.709-A7303981_edited-396x396c.jpeg?signature=56A208F105579FD73AAB31F6C919E15F1CA1F80845FB2F1707BF687560641E64 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009221110.709-A7303981_edited-198x198c.jpeg?signature=D8B8E499D56ADE558587C9B28EBA4D988EAC76F3A04484F3F3099B7482BFC7EB 1x",/us/c/reptiles/lizards/crested-geckos/2640160,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009221110.709-A7303981_edited-396x396c.jpeg?signature=56A208F105579FD73AAB31F6C919E15F1CA1F80845FB2F1707BF687560641E64 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009221110.709-A7303981_edited-198x198c.jpeg?signature=D8B8E499D56ADE558587C9B28EBA4D988EAC76F3A04484F3F3099B7482BFC7EB 1x"
SaAt-05 pinstripe,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009212522.121-A7303819_edited-396x396c.jpeg?signature=EEA9B9FB165F033243BD0E137621109D2A854FC3FE93CB44BD2EDCDD9EDECB3B 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009212522.121-A7303819_edited-198x198c.jpeg?signature=31F66AA23F96F5F17635A392B88DF226CF8D3404E860B19481711886BDA507E5 1x",/us/c/reptiles/lizards/crested-geckos/2640034,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009212522.121-A7303819_edited-396x396c.jpeg?signature=EEA9B9FB165F033243BD0E137621109D2A854FC3FE93CB44BD2EDCDD9EDECB3B 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009212522.121-A7303819_edited-198x198c.jpeg?signature=31F66AA23F96F5F17635A392B88DF226CF8D3404E860B19481711886BDA507E5 1x"
SeAt-12 pinstripe,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009215900.459-A7303962_edited-396x396c.jpeg?signature=8D8050D7B9C0C82C6992DA7C5AF765F0F461F268059092734197BD55B188187F 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009215900.459-A7303962_edited-198x198c.jpeg?signature=04B13A42D2CCA5D4CE36732F5711254BD3C03C2D614A52CD3015E6EAACBAB2F8 1x",/us/c/reptiles/lizards/crested-geckos/2640122,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009215900.459-A7303962_edited-396x396c.jpeg?signature=8D8050D7B9C0C82C6992DA7C5AF765F0F461F268059092734197BD55B188187F 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009215900.459-A7303962_edited-198x198c.jpeg?signature=04B13A42D2CCA5D4CE36732F5711254BD3C03C2D614A52CD3015E6EAACBAB2F8 1x"
MaCa-06 Yellow Partial pinstripe,Yellow pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009202932.688-A7303938_edited-396x396c.jpeg?signature=542F5425E61C16B2D1D2EE92486F0A12AB4E5A830774627DF742B381215EE12C 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009202932.688-A7303938_edited-198x198c.jpeg?signature=57AF51C67B17B5B78A1F106B3AF62AF6B9A94B072B053875CFAC2AC6D97FECB7 1x",/us/c/reptiles/lizards/crested-geckos/2310458,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009202932.688-A7303938_edited-396x396c.jpeg?signature=542F5425E61C16B2D1D2EE92486F0A12AB4E5A830774627DF742B381215EE12C 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009202932.688-A7303938_edited-198x198c.jpeg?signature=57AF51C67B17B5B78A1F106B3AF62AF6B9A94B072B053875CFAC2AC6D97FECB7 1x"
Quad pinstripe,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/ambercharles0811/2024/01/20240122042448.283-02FFE434-06B3-45E5-B-396x396c.jpeg?signature=62385C3C06937ABAA15A9F22BF6ECA1B421A2BAED4FFA0346080E7A64A716BB1 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/ambercharles0811/2024/01/20240122042448.283-02FFE434-06B3-45E5-B-198x198c.jpeg?signature=ACA6A3C7210D482019AA15CB2B903199B93F6A68F8ABBA49EA6CA1B466404220 1x",/us/c/reptiles/lizards/crested-geckos/2124690,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/ambercharles0811/2024/01/20240122042448.283-02FFE434-06B3-45E5-B-396x396c.jpeg?signature=62385C3C06937ABAA15A9F22BF6ECA1B421A2BAED4FFA0346080E7A64A716BB1 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/ambercharles0811/2024/01/20240122042448.283-02FFE434-06B3-45E5-B-198x198c.jpeg?signature=ACA6A3C7210D482019AA15CB2B903199B93F6A68F8ABBA49EA6CA1B466404220 1x"
pinstripe,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/jhexotics/2024/05/20240519143140.885-1000011077-396x396c.jpeg?signature=F2A0DF72FCEF91BE7E88F47DBD4B66A3CC7475A77F89B19751859B7C12088331 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/jhexotics/2024/05/20240519143140.885-1000011077-198x198c.jpeg?signature=E663847320E53CA6A9E14F086DE16E35E5651444665F3C3D6B99505365246946 1x",/us/c/reptiles/lizards/crested-geckos/2332440,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/jhexotics/2024/05/20240519143140.885-1000011077-396x396c.jpeg?signature=F2A0DF72FCEF91BE7E88F47DBD4B66A3CC7475A77F89B19751859B7C12088331 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/jhexotics/2024/05/20240519143140.885-1000011077-198x198c.jpeg?signature=E663847320E53CA6A9E14F086DE16E35E5651444665F3C3D6B99505365246946 1x"
Dark Base pinstripe,Dark pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/ambercharles0811/2024/01/20240122010909.647-8F2A45A3-D63B-46B9-9-396x396c.jpeg?signature=66657249170CBD38A0904D710DEE7BC50086D60E862D50EAB5C3905D744BCBE6 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/ambercharles0811/2024/01/20240122010909.647-8F2A45A3-D63B-46B9-9-198x198c.jpeg?signature=64591E5C581F7905BB881373B28782229B58C7B27188ED1F245B56A1AC1F5A5E 1x",/us/c/reptiles/lizards/crested-geckos/2124391,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/ambercharles0811/2024/01/20240122010909.647-8F2A45A3-D63B-46B9-9-396x396c.jpeg?signature=66657249170CBD38A0904D710DEE7BC50086D60E862D50EAB5C3905D744BCBE6 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/ambercharles0811/2024/01/20240122010909.647-8F2A45A3-D63B-46B9-9-198x198c.jpeg?signature=64591E5C581F7905BB881373B28782229B58C7B27188ED1F245B56A1AC1F5A5E 1x"
Quad pinstripe,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/ambercharles0811/2024/01/20240122010557.746-47B9DA6C-B17B-44B2-B-396x396c.jpeg?signature=1A6D020173738BD834B88B3DBE7C3941624E941A5C673D9F10AE4E671E530B20 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/ambercharles0811/2024/01/20240122010557.746-47B9DA6C-B17B-44B2-B-198x198c.jpeg?signature=DCF6E5FD84124C4BD2843E906E49C9C027D57C1FEBADFB8C64FF7074DE7571E4 1x",/us/c/reptiles/lizards/crested-geckos/2124383,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/ambercharles0811/2024/01/20240122010557.746-47B9DA6C-B17B-44B2-B-396x396c.jpeg?signature=1A6D020173738BD834B88B3DBE7C3941624E941A5C673D9F10AE4E671E530B20 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/ambercharles0811/2024/01/20240122010557.746-47B9DA6C-B17B-44B2-B-198x198c.jpeg?signature=DCF6E5FD84124C4BD2843E906E49C9C027D57C1FEBADFB8C64FF7074DE7571E4 1x"
Twinkie - Yellow pinstripe,Yellow pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009221903.172-A7303559_edited-396x396c.jpeg?signature=810FB80534D58906CB26968A3FF0472DBE7269DB25BF46FD53E6232D2AF73BFD 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009221903.172-A7303559_edited-198x198c.jpeg?signature=C1914360EBAFFDBD3CB64FBE8AA8A83DD6B24774585FC69AC9A7B6CC835F582C 1x",/us/c/reptiles/lizards/crested-geckos/2640183,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009221903.172-A7303559_edited-396x396c.jpeg?signature=810FB80534D58906CB26968A3FF0472DBE7269DB25BF46FD53E6232D2AF73BFD 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009221903.172-A7303559_edited-198x198c.jpeg?signature=C1914360EBAFFDBD3CB64FBE8AA8A83DD6B24774585FC69AC9A7B6CC835F582C 1x"
SezCa-02 pinstripe,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009220905.327-A7303637_edited-396x396c.jpeg?signature=B037304A2043015590471CF5C907ADD37EFB6B7FE1B568518DD78BB92B573FD4 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009220905.327-A7303637_edited-198x198c.jpeg?signature=447EB965F968A256269ACBB4123BB643338C9119DA56B2AE6ED0BC25322979D2 1x",/us/c/reptiles/lizards/crested-geckos/2640149,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009220905.327-A7303637_edited-396x396c.jpeg?signature=B037304A2043015590471CF5C907ADD37EFB6B7FE1B568518DD78BB92B573FD4 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009220905.327-A7303637_edited-198x198c.jpeg?signature=447EB965F968A256269ACBB4123BB643338C9119DA56B2AE6ED0BC25322979D2 1x"
Manabi - Yellow pinstripe,Yellow pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009203801.664-A7304047_edited-396x396c.jpeg?signature=76D9BAE3628A7DC58CC0B26B885C4A66740A7A2663332F592755F395974ACF63 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009203801.664-A7304047_edited-198x198c.jpeg?signature=5A0F2A2B9A8E118781F4B013B09FA3235296AD9DC45A6E29FA2D1BA358C11B67 1x",/us/c/reptiles/lizards/crested-geckos/2639922,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009203801.664-A7304047_edited-396x396c.jpeg?signature=76D9BAE3628A7DC58CC0B26B885C4A66740A7A2663332F592755F395974ACF63 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009203801.664-A7304047_edited-198x198c.jpeg?signature=5A0F2A2B9A8E118781F4B013B09FA3235296AD9DC45A6E29FA2D1BA358C11B67 1x"
MaKi-01 Yellow pinstripe,Yellow pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009203259.726-A7303526_edited-396x396c.jpeg?signature=153F873711BFF819BA61B7E0FFB26003C71E70115E72CF3EFC9654D43F137FD7 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009203259.726-A7303526_edited-198x198c.jpeg?signature=F6D57832D51607322BF2BDCDC2D370BD65D9688F8ED117C752A654F0AFA2F1AC 1x",/us/c/reptiles/lizards/crested-geckos/2639911,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009203259.726-A7303526_edited-396x396c.jpeg?signature=153F873711BFF819BA61B7E0FFB26003C71E70115E72CF3EFC9654D43F137FD7 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009203259.726-A7303526_edited-198x198c.jpeg?signature=F6D57832D51607322BF2BDCDC2D370BD65D9688F8ED117C752A654F0AFA2F1AC 1x"
Reverse pinstripe,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/exoticos_exotics/2024/10/20241011164416.655-IMG_7891-396x396c.jpeg?signature=C13DFEEF1DB362DE93F566179BBDB98B7A3CBC244700636D292408EF74B125E2 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/exoticos_exotics/2024/10/20241011164416.655-IMG_7891-198x198c.jpeg?signature=6530E89495BA0D8D3FD7048605AEB48DAB4C47E00F71AB798FC23381DC823141 1x",/us/c/reptiles/lizards/crested-geckos/2643478,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/exoticos_exotics/2024/10/20241011164416.655-IMG_7891-396x396c.jpeg?signature=C13DFEEF1DB362DE93F566179BBDB98B7A3CBC244700636D292408EF74B125E2 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/exoticos_exotics/2024/10/20241011164416.655-IMG_7891-198x198c.jpeg?signature=6530E89495BA0D8D3FD7048605AEB48DAB4C47E00F71AB798FC23381DC823141 1x"
pinstripe,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/exoticos_exotics/2024/10/20241011163810.690-IMG_7856-396x396c.jpeg?signature=977CD6951429BA7463B4A8922DB8D7F8CE547D7EAFEE399CC7BCBF80FABA6175 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/exoticos_exotics/2024/10/20241011163810.690-IMG_7856-198x198c.jpeg?signature=6F22877EDB2E5F6949DB35D1C7F27295BDD9D510F09FB1E065F7141997F86F16 1x",/us/c/reptiles/lizards/crested-geckos/2643460,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/exoticos_exotics/2024/10/20241011163810.690-IMG_7856-396x396c.jpeg?signature=977CD6951429BA7463B4A8922DB8D7F8CE547D7EAFEE399CC7BCBF80FABA6175 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/exoticos_exotics/2024/10/20241011163810.690-IMG_7856-198x198c.jpeg?signature=6F22877EDB2E5F6949DB35D1C7F27295BDD9D510F09FB1E065F7141997F86F16 1x"
Yellow Phantom Partial pinstripe,Yellow pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/exoticos_exotics/2024/10/20241011163228.795-IMG_7878-396x396c.jpeg?signature=A1875492019887FBCFC43F7CC9C2761E9B4519A74B7433C8D7239DB77DEFBE59 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/exoticos_exotics/2024/10/20241011163228.795-IMG_7878-198x198c.jpeg?signature=EF5B95ED9AE7B700240D9D22C9E98A50B6C8F595D738F48E259CE4464B9102DB 1x",/us/c/reptiles/lizards/crested-geckos/2643443,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/exoticos_exotics/2024/10/20241011163228.795-IMG_7878-396x396c.jpeg?signature=A1875492019887FBCFC43F7CC9C2761E9B4519A74B7433C8D7239DB77DEFBE59 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/exoticos_exotics/2024/10/20241011163228.795-IMG_7878-198x198c.jpeg?signature=EF5B95ED9AE7B700240D9D22C9E98A50B6C8F595D738F48E259CE4464B9102DB 1x"
Yellow Reverse pinstripe,Yellow pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/exoticos_exotics/2024/10/20241011163035.154-IMG_7880-396x396c.jpeg?signature=3465FEEBF6F8C277C12B6DC44996C76B7D2A3124AF3E36FF0DD3BE5175C355CC 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/exoticos_exotics/2024/10/20241011163035.154-IMG_7880-198x198c.jpeg?signature=57403C6BCD45399181A95CC2EEA243C3CB5B73499B8B291204771050D0545933 1x",/us/c/reptiles/lizards/crested-geckos/2643437,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/exoticos_exotics/2024/10/20241011163035.154-IMG_7880-396x396c.jpeg?signature=3465FEEBF6F8C277C12B6DC44996C76B7D2A3124AF3E36FF0DD3BE5175C355CC 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/exoticos_exotics/2024/10/20241011163035.154-IMG_7880-198x198c.jpeg?signature=57403C6BCD45399181A95CC2EEA243C3CB5B73499B8B291204771050D0545933 1x"
Lilu - pinstripe,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009200819.540-A7304107_edited-396x396c.jpeg?signature=2D63C0806EC8DDE312003449A27C7F879CB38A3695E1D6CE22B1BD5DCAF197BC 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009200819.540-A7304107_edited-198x198c.jpeg?signature=9675ED61F1052FC41D0B1CD41760E937B74CB2C3CB93F088A856B9D3B69B778F 1x",/us/c/reptiles/lizards/crested-geckos/1098754,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009200819.540-A7304107_edited-396x396c.jpeg?signature=2D63C0806EC8DDE312003449A27C7F879CB38A3695E1D6CE22B1BD5DCAF197BC 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009200819.540-A7304107_edited-198x198c.jpeg?signature=9675ED61F1052FC41D0B1CD41760E937B74CB2C3CB93F088A856B9D3B69B778F 1x"
Drippy pinstripe,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/exoticos_exotics/2024/10/20241011162536.123-IMG_7893-396x396c.jpeg?signature=7180FDDFB99F4A9DCA08FD7394CA333CEA5964B4C5FF885794F700C2B2B35512 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/exoticos_exotics/2024/10/20241011162536.123-IMG_7893-198x198c.jpeg?signature=75D90E0AE74D86C7D340F14B7343ABBDABCA75BD88E7E7CBA1B838D76164ED36 1x",/us/c/reptiles/lizards/crested-geckos/2643423,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/exoticos_exotics/2024/10/20241011162536.123-IMG_7893-396x396c.jpeg?signature=7180FDDFB99F4A9DCA08FD7394CA333CEA5964B4C5FF885794F700C2B2B35512 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/exoticos_exotics/2024/10/20241011162536.123-IMG_7893-198x198c.jpeg?signature=75D90E0AE74D86C7D340F14B7343ABBDABCA75BD88E7E7CBA1B838D76164ED36 1x"
Phantom pinstripe - No Pores Visible,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/tgareptiles/2024/10/20241011132708.254-IMG_2822-396x396c.jpeg?signature=3F393DBF9EFF1D80946956F40B6E8F42BA13D1BDDCDBCF1CE0B02068CDD12DE9 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/tgareptiles/2024/10/20241011132708.254-IMG_2822-198x198c.jpeg?signature=FA7A1E8E1DD767804A3C16C84652015902E990EE7B709817BCCF31E3490B891F 1x",/us/c/reptiles/lizards/crested-geckos/2643144,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/tgareptiles/2024/10/20241011132708.254-IMG_2822-396x396c.jpeg?signature=3F393DBF9EFF1D80946956F40B6E8F42BA13D1BDDCDBCF1CE0B02068CDD12DE9 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/tgareptiles/2024/10/20241011132708.254-IMG_2822-198x198c.jpeg?signature=FA7A1E8E1DD767804A3C16C84652015902E990EE7B709817BCCF31E3490B891F 1x"
15g Female pinstripe,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/howlreptiles/2024/04/20240401012023.478-DSC_08062-396x396c.jpeg?signature=AD63B762E507B0893D6B8E4BB35AECC052BEC0F037E2CB5AF19323241B0A454E 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/howlreptiles/2024/04/20240401012023.478-DSC_08062-198x198c.jpeg?signature=7F183E4381F9F1187F9AF9BCC0B7B42F7045AA5E4AC7CAE3A1CC2FC57740D1F7 1x",/us/c/reptiles/lizards/crested-geckos/2253791,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/howlreptiles/2024/04/20240401012023.478-DSC_08062-396x396c.jpeg?signature=AD63B762E507B0893D6B8E4BB35AECC052BEC0F037E2CB5AF19323241B0A454E 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/howlreptiles/2024/04/20240401012023.478-DSC_08062-198x198c.jpeg?signature=7F183E4381F9F1187F9AF9BCC0B7B42F7045AA5E4AC7CAE3A1CC2FC57740D1F7 1x"
MaCa-03 Yellow Phantom pinstripe,Yellow pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009202459.977-A7303760_edited-396x396c.jpeg?signature=19890846C5E09C392FF0BBE2CFB20B467BCE7C556032656965C764377E2FF5FC 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009202459.977-A7303760_edited-198x198c.jpeg?signature=5334F1C3E6CA01F6878DBF34F139FB3E96E3206CDDF620E9AF786EA48ABB273A 1x",/us/c/reptiles/lizards/crested-geckos/2310453,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009202459.977-A7303760_edited-396x396c.jpeg?signature=19890846C5E09C392FF0BBE2CFB20B467BCE7C556032656965C764377E2FF5FC 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/gfernandez12486/2024/10/20241009202459.977-A7303760_edited-198x198c.jpeg?signature=5334F1C3E6CA01F6878DBF34F139FB3E96E3206CDDF620E9AF786EA48ABB273A 1x"
